Content,Host
Jul 29 13:13:28 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:28 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:28 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:28 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:28 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:28 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:29 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:29 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host),scaqae12dv0301m
Jul 29 13:13:35 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:35 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:35 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:35 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:35 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:35 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:36 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:36 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host),scaqae12dv0301m
Jul 29 13:13:42 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:42 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:42 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:42 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:42 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:42 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:42 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:42 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host),scaqae12dv0301m
Jul 29 13:13:49 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:49 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:49 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:49 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:49 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:49 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:49 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:49 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:50 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host),scaqae12dv0301m
Jul 27 19:22:01 scaqat02client01vm01 kernel: tsc: Marking TSC unstable due to TSCs unsynchronized ;-; Jul 27 19:22:01 scaqat02client01vm01 systemd-vconsole-setup[906]: KD_FONT_OP_GET failed while trying to get the font metadata: Invalid argument,scaqat02client01vm01
Jul 27 19:22:04 scaqat02client01vm01 systemd-vconsole-setup[1780]: KD_FONT_OP_GET failed while trying to get the font metadata: Invalid argument ;-; Jul 27 19:22:04 scaqat02client01vm01 systemd-vconsole-setup[1830]: KD_FONT_OP_GET failed while trying to get the font metadata: Invalid argument,scaqat02client01vm01
Jul 27 19:22:24 scaqat02client01vm01 rngd[8693]: [hwrng ]: Initialization Failed,scaqat02client01vm01
Jul 27 19:22:38 scaqat02client01vm01 kdumpctl[14161]: kdump: Failed to mount LABEL=DBORA for kdump preflight check. ;-; Jul 27 19:22:38 scaqat02client01vm01 kdumpctl[13648]: kdump: mkdumprd: failed to make kdump initrd ;-; Jul 27 19:22:39 scaqat02client01vm01 systemd[1]: kdump.service: Failed with result 'exit-code'. ;-; Jul 27 19:22:39 scaqat02client01vm01 systemd[1]: Failed to start Crash recovery kernel arming.,scaqat02client01vm01
Jul 27 20:54:08 scaqat02client01vm01 kernel: tsc: Marking TSC unstable due to TSCs unsynchronized ;-; Jul 27 20:54:08 scaqat02client01vm01 systemd-vconsole-setup[881]: KD_FONT_OP_GET failed while trying to get the font metadata: Invalid argument,scaqat02client01vm01
Jul 27 20:54:12 scaqat02client01vm01 systemd-vconsole-setup[1739]: KD_FONT_OP_GET failed while trying to get the font metadata: Invalid argument ;-; Jul 27 20:54:12 scaqat02client01vm01 systemd-vconsole-setup[1789]: KD_FONT_OP_GET failed while trying to get the font metadata: Invalid argument,scaqat02client01vm01
Jul 27 20:54:33 scaqat02client01vm01 rngd[10218]: [hwrng ]: Initialization Failed,scaqat02client01vm01
Jul 27 19:23:00 scaqat02client01vm04 kernel: tsc: Marking TSC unstable due to TSCs unsynchronized ;-; Jul 27 19:23:00 scaqat02client01vm04 systemd-vconsole-setup[922]: KD_FONT_OP_GET failed while trying to get the font metadata: Invalid argument,scaqat02client01vm04
Jul 27 19:23:03 scaqat02client01vm04 systemd-vconsole-setup[1865]: KD_FONT_OP_GET failed while trying to get the font metadata: Invalid argument ;-; Jul 27 19:23:04 scaqat02client01vm04 systemd-vconsole-setup[1925]: KD_FONT_OP_GET failed while trying to get the font metadata: Invalid argument,scaqat02client01vm04
Jul 27 19:23:24 scaqat02client01vm04 rngd[8805]: [hwrng ]: Initialization Failed,scaqat02client01vm04
Jul 27 19:23:38 scaqat02client01vm04 kdumpctl[14235]: kdump: Failed to mount LABEL=DBORA for kdump preflight check. ;-; Jul 27 19:23:38 scaqat02client01vm04 kdumpctl[13689]: kdump: mkdumprd: failed to make kdump initrd ;-; Jul 27 19:23:38 scaqat02client01vm04 systemd[1]: kdump.service: Failed with result 'exit-code'. ;-; Jul 27 19:23:38 scaqat02client01vm04 systemd[1]: Failed to start Crash recovery kernel arming.,scaqat02client01vm04
Jul 27 20:53:40 scaqat02client01vm04 systemd[1]: Failed unmounting /tmp.,scaqat02client01vm04
Jul 27 20:54:16 scaqat02client01vm04 kernel: tsc: Marking TSC unstable due to TSCs unsynchronized ;-; Jul 27 20:54:16 scaqat02client01vm04 systemd-vconsole-setup[881]: KD_FONT_OP_GET failed while trying to get the font metadata: Invalid argument ;-; Jul 27 20:54:18 scaqat02client01vm04 systemd-vconsole-setup[1734]: KD_FONT_OP_GET failed while trying to get the font metadata: Invalid argument ;-; Jul 27 20:54:18 scaqat02client01vm04 systemd-vconsole-setup[1781]: KD_FONT_OP_GET failed while trying to get the font metadata: Invalid argument,scaqat02client01vm04
Jul 27 20:54:38 scaqat02client01vm04 rngd[8697]: [hwrng ]: Initialization Failed,scaqat02client01vm04
Jul 27 20:53:59 scaqat02client02vm02 kernel: tsc: Marking TSC unstable due to TSCs unsynchronized,scaqat02client02vm02
